Unnamed: 0,city,actual_latitude,alt_latitude,initial_answer,gt_answer,logprob_a,logprob_b,logits_a,logits_b,confidence_a,confidence_b,predicted_label,initial_binary_correctness,other_llm_answer,other_llm_answer_type,second_answer,change_of_mind,second_turn_predicted_label,second_turn_binary_correctness,second_turn_confidence_a,second_turn_confidence_b,final_answer,final_logprob_a,final_logprob_b,final_logits_a,final_logits_b,other_llm_accuracy,initial_answer_display
35889,San Blas Atempa,16.3,24.5,b,b,-0.58984375,-1.21875,27.25,26.625,0.5472075,0.45279253,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.023843262,0.9761568,b,-12.25,0.0,23.25,35.5,100,shown
35890,Aalst,50.9,76.4,a,a,-1.296875,-9.0625,27.125,19.375,0.9128138,0.08718627,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.97185034,0.02814966,a,-8.0,-19.75,26.25,14.5625,100,shown
35891,Kafr ad Dawwār,31.1,46.7,a,a,-0.06787109375,-5.4375,27.0,21.625,0.83600354,0.16399653,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9765936,0.023406416,a,-9.0,-21.25,27.5,15.1875,100,shown
35892,Güstrow,53.8,80.7,a,a,-0.0155029296875,-8.5,30.625,22.125,0.92928493,0.07071501,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9894962,0.010503845,a,0.0,-15.0,35.25,20.25,100,shown
35893,Macedo de Cavaleiros,41.5,62.3,b,b,-8.75,-0.007781982421875,20.75,29.5,0.0658957,0.9341043,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.010117366,0.98988265,b,-15.125,0.0,20.125,35.25,100,shown
35894,Mādhopur,26.3,39.5,<,b,-inf,-inf,-inf,-inf,,,-1,-1,xx. This means its answer has been hidden from you,Nothing,b,1,1,1,0.047769308,0.95223075,b,-9.875,0.0,23.625,33.5,100,shown
35895,Phan Thiết,10.9,16.4,a,b,-0.05322265625,-4.1875,27.375,23.25,0.77729994,0.22270006,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,0,0.98685104,0.013148887,a,0.0,-14.25,34.75,20.5,100,shown
35896,Oshikango,-17.4,-26.1,a,a,-0.11767578125,-3.625,27.125,23.625,0.7428064,0.25719368,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9894962,0.010503845,a,0.0,-15.0,34.75,19.75,100,shown
35897,Castelnaudary,43.3,21.7,b,b,-7.0,-0.0155029296875,21.625,28.625,0.1070522,0.8929478,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.014708013,0.9852919,b,-13.875,0.0,21.625,35.5,100,shown
35898,Saint-Amable,45.6,68.5,a,a,-0.03076171875,-7.15625,29.0,21.875,0.89651525,0.10348475,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.98292696,0.017073102,a,0.0,-13.375,33.75,20.375,100,shown
35899,Washington Terrace,41.2,20.6,b,b,-6.625,-0.007781982421875,22.625,29.25,0.11840984,0.8815902,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.016448926,0.98355114,b,-13.5,0.0,21.5,35.0,100,shown
35900,Rosbach vor der Höhe,50.3,25.1,a,a,-0.023193359375,-6.65625,28.875,22.25,0.88159025,0.1184098,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9863505,0.01364958,a,0.0,-14.125,34.25,20.125,100,shown
35901,Weil am Rhein,47.6,71.4,a,a,-0.0155029296875,-7.0,28.25,21.25,0.8929478,0.10705215,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.98635036,0.013649585,a,0.0,-14.125,34.0,19.875,100,shown
35902,Ciro Redondo,22.0,11.0,b,a,-4.875,-0.0155029296875,22.5,27.375,0.18583968,0.81416035,1,0,xx. This means its answer has been hidden from you,Nothing,b,0,1,0,0.02133672,0.9786632,b,-12.625,0.0,22.875,35.5,100,shown
35903,Khem Karan,31.1,15.6,a,a,-0.10400390625,-3.484375,27.75,24.375,0.7355035,0.26449648,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9858309,0.014169062,a,0.0,-14.0,33.5,19.5,100,shown
35904,Actopan,19.5,29.3,a,a,-0.0966796875,-4.59375,26.875,22.375,0.79635006,0.20364998,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9847328,0.0152671635,a,0.0,-13.75,34.5,20.75,100,shown
35905,Molde,62.7,94.1,a,a,-0.007781982421875,-8.375,29.75,21.375,0.926755,0.07324499,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.98685104,0.013148894,a,0.0,-14.25,34.0,19.75,100,shown
35906,Andamooka,-30.4,-45.7,a,a,-0.10400390625,-5.34375,28.0,22.75,0.83074397,0.16925612,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.985292,0.014708008,a,0.0,-13.875,35.0,21.125,100,shown
35907,Xarardheere,4.7,7.0,a,a,-0.45703125,-1.328125,28.125,27.25,0.5659021,0.4340979,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.98292696,0.017073102,a,0.0,-13.375,35.5,22.125,100,shown
35908,Avaré,-23.1,-34.6,a,a,-0.05322265625,-4.5625,28.125,23.625,0.79635006,0.20364998,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9863505,0.0136495745,a,0.0,-14.125,35.0,20.875,100,shown
35909,Pedagādi,17.7,26.5,b,b,-0.9296875,-0.6796875,28.0,28.25,0.48106954,0.51893044,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.023843275,0.9761568,b,-12.25,0.0,23.5,35.75,100,shown
35910,Orocué,4.8,2.4,b,a,-3.546875,-0.0458984375,26.625,30.125,0.25719368,0.7428064,1,0,xx. This means its answer has been hidden from you,Nothing,b,0,1,0,0.025671575,0.9743284,b,-12.0,0.0,22.25,34.25,100,shown
35911,Zhengzhou,34.8,17.4,b,b,-9.375,-0.007781982421875,20.75,30.125,0.05515315,0.9448468,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.010117361,0.98988265,b,-15.125,0.0,19.625,34.75,100,shown
35912,Pácora,5.5,8.3,b,a,-5.9375,-3.1875,28.375,31.125,0.3029408,0.6970592,1,0,xx. This means its answer has been hidden from you,Nothing,b,0,1,0,0.029746424,0.9702536,b,-11.5,0.0,22.75,34.25,100,shown
35913,Palagonia,37.3,18.7,b,a,-5.15625,-0.023193359375,23.5,28.625,0.17464907,0.82535094,1,0,xx. This means its answer has been hidden from you,Nothing,b,0,1,0,0.018392058,0.9816079,b,-13.125,0.0,21.875,35.0,100,shown
35914,Ankilivalo,-20.3,-30.4,b,b,-0.76171875,-0.76171875,29.875,29.875,0.5,0.5,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.027636133,0.9723638,b,-11.75,0.0,28.25,40.0,100,shown
35915,Bārun,24.9,37.3,a,a,-0.0966796875,-4.59375,26.5,22.0,0.79635006,0.20364991,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9816079,0.018392067,a,0.0,-13.125,34.5,21.375,100,shown
35916,Abrandābād-e Shāhedīyeh,31.9,16.0,b,b,-6.28125,-0.03076171875,21.5,27.75,0.13079594,0.86920404,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.018392067,0.9816079,b,-13.125,0.0,21.625,34.75,100,shown
35917,Schmölln,50.9,25.4,b,b,-8.5,-0.007781982421875,21.5,30.0,0.07071501,0.92928493,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.010904924,0.98909503,b,-14.875,0.0,20.625,35.5,100,shown
35918,Vincennes,38.7,19.3,a,a,-0.06787109375,-3.8125,27.125,23.375,0.75701135,0.24298865,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9847328,0.0152671635,a,0.0,-13.75,34.5,20.75,100,shown
35919,Paillaco,-40.1,-20.0,a,a,-0.060546875,-4.8125,30.0,25.25,0.8083608,0.19163921,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.99025506,0.009744964,a,0.0,-15.25,35.25,20.0,100,shown
35920,Cesson-Sévigné,48.1,24.1,b,b,-8.625,0.0,21.625,30.25,0.068265945,0.9317341,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.01132115,0.9886789,b,-14.75,0.0,20.0,34.75,100,shown
35921,Hadjout,36.5,54.8,b,a,-1.078125,-0.578125,28.375,28.875,0.46219355,0.53780645,1,0,xx. This means its answer has been hidden from you,Nothing,b,0,1,0,0.026636256,0.9733637,b,-11.875,0.0,24.375,36.25,100,shown
35922,San Miguel,-1.7,-2.5,b,b,-1.078125,-0.451171875,29.875,30.5,0.45279253,0.5472075,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.025671575,0.9743284,b,-12.0,0.0,22.25,34.25,100,shown
35923,Sagarejo,41.7,62.6,b,b,-8.75,-0.007781982421875,19.625,28.375,0.06589567,0.9341043,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.010117361,0.98988265,b,-15.125,0.0,19.125,34.25,100,shown
35924,Boulsa,12.7,6.3,a,a,-0.2294921875,-1.9765625,26.5,24.75,0.6295538,0.37044623,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.94076335,0.059236635,a,-7.625,-16.75,25.875,16.75,100,shown
35925,Boppard,50.2,75.3,a,a,-0.023193359375,-8.0,29.375,21.375,0.9186573,0.08134266,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.98292696,0.017073102,a,0.0,-13.375,34.25,20.875,100,shown
35926,Stevenage,51.9,77.9,b,b,-8.625,-0.007781982421875,21.625,30.25,0.068265945,0.9317341,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.009386137,0.9906138,b,-15.375,0.0,20.625,36.0,100,shown
35927,Lauffen am Neckar,49.1,24.5,a,a,-0.0155029296875,-6.125,28.125,22.0,0.8648371,0.13516289,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.98355114,0.016448934,a,0.0,-13.5,34.0,20.5,100,shown
35928,Rochefort,45.9,23.0,a,a,-0.0155029296875,-4.875,27.75,22.875,0.81416035,0.18583968,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9816079,0.018392058,a,0.0,-13.125,33.75,20.625,100,shown
35929,Clarkston,33.8,50.7,a,a,-0.05322265625,-4.4375,27.625,23.25,0.790138,0.209862,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9809115,0.019088551,a,0.0,-13.0,34.5,21.5,100,shown
35930,Radstock,51.3,25.6,b,b,-9.0,-0.007781982421875,21.875,30.875,0.0613831,0.93861693,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.008386356,0.9916136,b,-15.75,0.0,21.0,36.75,100,shown
35931,Denekamp,52.4,26.2,a,a,-0.023193359375,-7.90625,29.625,21.75,0.9157816,0.08421845,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9886789,0.01132115,a,0.0,-14.75,34.75,20.0,100,shown
35932,Tenggarong,-0.4,-0.2,b,a,-4.40625,-0.023193359375,25.625,30.0,0.209862,0.790138,1,0,xx. This means its answer has been hidden from you,Nothing,b,0,1,0,0.032012567,0.9679874,b,-11.25,0.0,23.25,34.5,100,shown
35933,Ban San Phak Wan Luang,18.7,9.4,a,b,-1.4453125,-0.318359375,26.5,27.625,0.41558868,0.58441126,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,0,0.97944003,0.020559931,a,0.0,-12.75,35.0,22.25,100,shown
35934,Kāttukkottai,11.6,17.4,b,a,-0.384765625,-1.3828125,27.125,26.125,0.57518315,0.42481682,1,0,xx. This means its answer has been hidden from you,Nothing,b,0,1,0,0.027636118,0.9723638,b,-11.75,0.0,23.75,35.5,100,shown
35935,Rantoul,40.3,20.2,b,b,-7.375,-0.007781982421875,21.25,28.625,0.09666449,0.9033356,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.014169062,0.9858309,b,-14.0,0.0,20.75,34.75,100,shown
35936,Santana,0.3,0.1,a,a,-0.95703125,-0.58203125,28.125,28.5,0.4716213,0.5283787,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.96427256,0.03572746,a,0.0,-10.875,32.5,21.625,100,shown
35937,Altamira,22.3,33.5,a,a,-0.08251953125,-4.59375,26.75,22.25,0.7963502,0.20364985,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9852919,0.014708013,a,0.0,-13.875,35.25,21.375,100,shown
35938,Bougara,36.5,54.8,b,b,-7.625,-0.007781982421875,21.625,29.25,0.09024841,0.90975153,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.01364958,0.9863505,b,-14.125,0.0,21.125,35.25,100,shown
35939,Ballina,-28.9,-14.4,a,a,-0.1318359375,-2.75,27.25,24.625,0.6890014,0.31099856,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.98355114,0.016448941,a,0.0,-13.5,34.5,21.0,100,shown
35940,Spring Valley,36.1,18.0,b,b,-5.5,-0.0155029296875,22.625,28.125,0.15886912,0.84113085,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.019810855,0.9801892,b,-12.875,0.0,22.125,35.0,100,shown
35941,Cahama,-16.3,-24.4,a,a,-0.138671875,-2.890625,27.625,24.875,0.6970592,0.3029408,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9858309,0.014169055,a,0.0,-14.0,33.75,19.75,100,shown
35942,Bondy,48.9,24.5,b,b,-6.625,-0.007781982421875,23.0,29.625,0.1184098,0.88159025,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.014169062,0.9858309,b,-14.0,0.0,20.75,34.75,100,shown
35943,Zhigansk,66.8,33.4,b,b,-7.375,-0.007781982421875,21.25,28.625,0.09666449,0.9033356,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.01090493,0.98909503,b,-14.875,0.0,20.875,35.75,100,shown
35944,Corgao,15.7,23.6,a,b,-0.06787109375,-4.1875,26.75,22.625,0.77729994,0.22270006,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,0,0.97944003,0.02055995,a,0.0,-12.75,33.5,20.75,100,shown
35945,Velika Gorica,45.7,68.6,b,b,-8.25,-0.007781982421875,21.75,30.0,0.07585818,0.9241418,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.01132115,0.9886789,b,-14.75,0.0,20.75,35.5,100,shown
35946,Chimbas,-31.5,-47.2,a,a,-0.1318359375,-5.75,27.375,21.75,0.8461275,0.15387246,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9877987,0.012201268,a,0.0,-14.5,34.5,20.0,100,shown
35947,Ondangwa,-17.9,-9.0,a,b,-0.94921875,-0.57421875,28.625,29.0,0.4716213,0.5283787,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,0,0.9786632,0.02133673,a,0.0,-12.625,34.25,21.625,100,shown
35948,Tataltepec de Valdés,16.3,24.5,b,b,-3.546875,-0.05322265625,25.0,28.5,0.25719357,0.74280643,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.023843275,0.9761568,b,-12.25,0.0,22.25,34.5,100,shown
35949,Ohrdruf,50.8,25.4,b,b,-8.75,-0.007781982421875,21.5,30.25,0.06589567,0.9341043,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.012201268,0.9877987,b,-14.5,0.0,20.75,35.25,100,shown
35950,Lamesa,32.7,16.4,a,a,-0.03076171875,-6.03125,28.125,22.125,0.8603478,0.13965222,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9877987,0.012201268,a,0.0,-14.5,34.5,20.0,100,shown
35951,Nakonde,-9.3,-4.7,b,a,-2.375,-0.11767578125,29.0,31.25,0.33585566,0.66414434,1,0,xx. This means its answer has been hidden from you,Nothing,b,0,1,0,0.026636256,0.9733637,b,-11.875,0.0,22.625,34.5,100,shown
35952,North Liberty,41.7,20.9,b,b,-7.375,-0.007781982421875,22.0,29.375,0.096664436,0.9033356,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.012201268,0.9877987,b,-14.5,0.0,20.75,35.25,100,shown
35953,Tayga,56.1,84.1,a,a,-0.0155029296875,-6.375,28.375,22.0,0.8734506,0.12654945,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9847328,0.015267149,a,0.0,-13.75,33.75,20.0,100,shown
35954,Muttenz,47.5,23.8,a,a,-0.0155029296875,-7.25,28.75,21.5,0.8999771,0.100022964,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.98685104,0.013148894,a,0.0,-14.25,34.0,19.75,100,shown
35955,Pechory,57.8,86.7,a,a,-0.03076171875,-9.0,29.75,20.75,0.93861693,0.0613831,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9886789,0.01132115,a,0.0,-14.75,34.25,19.5,100,shown
35956,Allen Park,42.3,21.1,a,a,-0.0155029296875,-6.375,28.375,22.0,0.8734506,0.12654945,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.98733366,0.01266634,a,0.0,-14.375,34.5,20.125,100,shown
35957,Taltal,-25.4,-38.1,a,a,-0.060546875,-5.1875,27.875,22.75,0.82535094,0.17464899,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.988247,0.011753072,a,0.0,-14.625,34.75,20.125,100,shown
35958,Pößneck,50.7,25.4,a,a,-0.0155029296875,-7.0,29.875,22.875,0.8929478,0.10705215,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9886789,0.011321144,a,0.0,-14.75,35.0,20.25,100,shown
35959,Contla,19.3,29.0,a,a,-0.0751953125,-3.953125,27.125,23.25,0.76391107,0.236089,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.98415273,0.015847204,a,0.0,-13.625,34.25,20.625,100,shown
35960,Bezaha,-23.5,-35.2,Unknown,a,-inf,-inf,-inf,-inf,,,-1,-1,xx. This means its answer has been hidden from you,Nothing,a,1,0,1,0.6970592,0.3029408,a,-0.060546875,-2.8125,39.5,36.75,100,shown
35961,Palestina,1.8,0.9,b,a,-0.40625,-1.15625,28.375,27.625,0.55657494,0.4434251,1,0,xx. This means its answer has been hidden from you,Nothing,b,0,1,0,0.037055623,0.9629444,b,-10.75,0.0,24.5,35.25,100,shown
35962,Brixham,50.4,25.2,a,a,-0.023193359375,-6.03125,28.75,22.75,0.8603478,0.13965222,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9847328,0.0152671635,a,0.0,-13.75,34.5,20.75,100,shown
35963,Florânia,-6.1,-3.1,b,b,-2.8125,-0.06787109375,27.875,30.625,0.3029408,0.6970592,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.037055604,0.9629444,b,-10.75,0.0,23.0,33.75,100,shown
35964,Hemer,51.4,77.1,a,a,-0.023193359375,-6.53125,28.625,22.125,0.8775785,0.12242149,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9858309,0.014169062,a,0.0,-14.0,35.25,21.25,100,shown
35965,Baclayon,9.6,4.8,a,b,-0.22265625,-1.84375,28.0,26.375,0.62067735,0.37932274,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,0,0.97944003,0.020559942,a,0.0,-12.75,34.25,21.5,100,shown
35966,Sun Village,34.6,17.3,a,b,-0.0751953125,-3.578125,26.5,23.0,0.7428064,0.25719368,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,0,0.9847328,0.0152671635,a,0.0,-13.75,34.5,20.75,100,shown
35967,Middlesex Centre,43.0,21.5,a,a,-0.023193359375,-5.65625,28.0,22.375,0.84612745,0.1538726,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.98733366,0.01266634,a,0.0,-14.375,34.5,20.125,100,shown
35968,Balham,51.4,25.7,a,a,-0.03076171875,-6.90625,29.25,22.375,0.8892727,0.11072735,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9863505,0.01364958,a,0.0,-14.125,34.75,20.625,100,shown
35969,Gambettola,44.1,66.2,b,b,-8.75,-0.007781982421875,21.0,29.75,0.06589567,0.9341043,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.010117366,0.98988265,b,-15.125,0.0,19.375,34.5,100,shown
35970,Bình Hòa,10.9,5.5,b,b,-0.67578125,-0.92578125,27.25,27.0,0.51893044,0.48106954,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.03572746,0.96427256,b,-10.875,0.0,23.375,34.25,100,shown
35971,Bình Hòa,10.9,5.5,a,b,-0.67578125,-0.92578125,27.25,27.0,0.51893044,0.48106954,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,0,0.9723638,0.027636118,a,0.0,-11.75,35.5,23.75,100,shown
35972,Āllagadda,15.1,7.6,a,b,-0.2353515625,-2.359375,26.625,24.5,0.65564346,0.34435657,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,0,0.9852919,0.014708021,a,0.0,-13.875,34.0,20.125,100,shown
35973,São Félix do Xingu,-6.6,-3.3,a,b,-0.15234375,-3.03125,28.625,25.75,0.7049977,0.29500228,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,0,0.9877987,0.012201264,a,0.0,-14.5,34.75,20.25,100,shown
35974,Corumbaíba,-18.1,-27.2,b,b,-4.40625,-0.023193359375,26.125,30.5,0.209862,0.790138,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.024740983,0.97525907,b,-12.125,0.0,23.125,35.25,100,shown
35975,Youwarou,15.4,23.1,b,b,-2.234375,-0.357421875,26.375,28.25,0.36165643,0.6383436,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.024740973,0.97525907,b,-12.125,0.0,23.875,36.0,100,shown
35976,Tenerife,9.9,14.8,b,a,-0.62890625,-0.87890625,28.125,27.875,0.5189302,0.4810698,1,0,xx. This means its answer has been hidden from you,Nothing,b,0,1,0,0.014169062,0.9858309,b,-14.0,0.0,20.5,34.5,100,shown
35977,Khaşab,26.2,39.3,a,a,-0.1455078125,-4.03125,26.25,22.375,0.76391107,0.236089,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9816079,0.018392067,a,0.0,-13.125,34.5,21.375,100,shown
35978,Lolotique,13.6,6.8,a,a,-0.384765625,-1.2578125,27.5,26.625,0.5659021,0.4340979,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.97944003,0.020559942,a,0.0,-12.75,33.75,21.0,100,shown
35979,Sarayköy,37.9,56.9,b,b,-7.625,-0.007781982421875,20.875,28.5,0.09024835,0.90975165,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.011753066,0.988247,b,-14.625,0.0,20.875,35.5,100,shown
35980,Katihār,25.5,38.3,b,b,-7.25,-0.0155029296875,21.5,28.75,0.100022964,0.8999771,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.018392058,0.9816079,b,-13.125,0.0,22.375,35.5,100,shown
35981,Parsippany,40.9,61.3,a,a,-0.0155029296875,-6.875,29.125,22.25,0.8892728,0.110727265,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9858309,0.014169055,a,0.0,-14.0,34.25,20.25,100,shown
35982,Torihama,35.6,17.8,a,a,-0.038330078125,-4.53125,27.25,22.75,0.79635006,0.20364991,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.98292696,0.017073112,a,0.0,-13.375,33.5,20.125,100,shown
35983,San Vicente,14.1,21.2,b,b,-1.2578125,-0.5078125,26.875,27.625,0.4434251,0.55657494,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.028672436,0.97132754,b,-18.125,-6.5,16.875,28.5,100,shown
35984,Chincha Alta,-13.4,-6.7,b,b,-0.05322265625,-3.921875,28.0,24.125,0.7639109,0.23608907,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.027636118,0.9723638,b,-11.75,0.0,23.25,35.0,100,shown
35985,Nantan,35.1,52.7,b,b,-4.90625,-0.03076171875,24.0,28.875,0.18583974,0.8141602,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.019088542,0.9809115,b,-13.0,0.0,22.5,35.5,100,shown
35986,Jagādhri,30.2,45.3,b,b,-8.125,-0.007781982421875,20.875,29.0,0.07855663,0.9214433,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.014708021,0.9852919,b,-13.875,0.0,20.125,34.0,100,shown
35987,Mokameh,25.4,12.7,b,b,-3.078125,-2.203125,26.25,27.125,0.4340978,0.56590223,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.016448926,0.98355114,b,-13.5,0.0,24.5,38.0,100,shown
